model,task,method,feature,noise_percentage,mean,std,n,sem,ci_half,ci_low,ci_high
cnn_lstm,binary,missing,Fwd Act Data Pkts,75.0,0.9305761152042873,0.0033256918114819584,20,0.0007436472962688074,0.001556471679086316,0.9290196435252009,0.9321325868833736
cnn_lstm,binary,missing,Fwd Blk Rate Avg,5.0,0.9328798523761568,0.0034493492767578853,20,0.0007712979460970366,0.0016143451542968209,0.93126550722186,0.9344941975304536
cnn_lstm,binary,missing,Fwd Blk Rate Avg,10.0,0.9332553390886252,0.0034603651014963733,20,0.0007737611593913849,0.00161950071897303,0.9316358383696522,0.9348748398075982
cnn_lstm,binary,missing,Fwd Blk Rate Avg,20.0,0.9325876083676693,0.003305257835698898,20,0.0007390781203786567,0.0015469082840394081,0.9310407000836299,0.9341345166517087
cnn_lstm,binary,missing,Fwd Blk Rate Avg,35.0,0.9333263964781018,0.0034108699000900628,20,0.0007626936959009296,0.0015963362516662213,0.9317300602264356,0.934922732729768
cnn_lstm,binary,missing,Fwd Blk Rate Avg,50.0,0.9326790026385712,0.0032571500242789004,20,0.0007283208867202712,0.0015243931352335166,0.9311546095033376,0.9342033957738047
cnn_lstm,binary,missing,Fwd Blk Rate Avg,75.0,0.9330026918924366,0.003618343242057102,20,0.0008090861455166655,0.0016934367646548822,0.9313092551277817,0.9346961286570914
cnn_lstm,binary,missing,Fwd Seg Size Min,5.0,0.9279689771769497,0.007898388578413212,20,0.001766133377403987,0.0036965596421999324,0.9242724175347498,0.9316655368191497
cnn_lstm,binary,missing,Fwd Seg Size Min,10.0,0.9296591564567513,0.0037781508284881315,20,0.000844820208174661,0.0017682290173598005,0.9278909274393915,0.9314273854741112
cnn_lstm,binary,missing,Fwd Seg Size Min,20.0,0.9312431164852167,0.006016597359944091,20,0.0013453520690080757,0.0028158542420818893,0.9284272622431349,0.9340589707272986
cnn_lstm,binary,missing,Fwd Seg Size Min,35.0,0.9287315991579786,0.003557745746911153,20,0.0007955361336754099,0.0016650762639336169,0.927066522894045,0.9303966754219123
cnn_lstm,binary,missing,Fwd Seg Size Min,50.0,0.9290807395824772,0.006303772695003189,20,0.0014095664260734178,0.0029502564360580144,0.9261304831464191,0.9320309960185352
cnn_lstm,binary,missing,Fwd Seg Size Min,75.0,0.9147166482268544,0.01446628160430138,20,0.00323475890488726,0.006770428198140514,0.9079462200287138,0.9214870764249949
cnn_lstm,binary,missing,Idle Mean,5.0,0.9311878304788058,0.006016126566227441,20,0.0013452467963326947,0.002815633903840045,0.9283721965749657,0.9340034643826459
cnn_lstm,binary,missing,Idle Mean,10.0,0.9310721713196941,0.004224032102090373,20,0.0009445222919415404,0.001976907876958511,0.9290952634427356,0.9330490791966526
cnn_lstm,binary,missing,Idle Mean,20.0,0.9324446010299574,0.003409449270606177,20,0.0007623760334912487,0.001595671376601578,0.9308489296533559,0.934040272406559
