0,1,2,3,4,5,6,7,8,9,10
1151,18,1,134,15,21,0,1,2,0,0
14,0,0,63,0,0,0,0,0,0,0
51,0,0,13,0,0,0,0,0,0,0
5,0,0,46,0,0,0,0,1,0,0
15,0,0,10,0,0,0,0,0,0,0
15,0,0,1,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
