0,1,2,3,4,5,6,7,8,9,10
1321,14,4,0,2,0,0,0,2,0,0
0,77,0,0,0,0,0,0,0,0,0
3,0,61,0,0,0,0,0,0,0,0
7,0,0,45,0,0,0,0,0,0,0
10,0,0,0,15,0,0,0,0,0,0
8,0,0,0,0,8,0,0,0,0,0
2,0,0,0,0,0,4,0,10,0,0
12,0,0,0,0,0,0,0,2,0,0
1,1,0,0,0,0,0,0,7,0,0
2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1
