0,1,2,3,4,5,6,7,8,9,10
1331,1,2,4,0,1,1,1,1,0,1
63,14,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,2,0,0,0,0,0
10,0,0,0,15,0,0,0,0,0,0
7,0,0,0,0,9,0,0,0,0,0
2,0,0,0,0,0,14,0,0,0,0
11,0,0,0,0,1,2,0,0,0,0
6,0,0,0,0,0,3,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
