0,1,2,3,4,5,6,7,8,9,10
1308,21,11,0,0,0,3,0,0,0,0
0,77,0,0,0,0,0,0,0,0,0
30,0,34,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,4,0,10,0,0
14,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,1,0,3,0,0
2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0
