0,1,2,3,4,5,6,7,8,9,10
96,78,723,0,15,103,1,317,9,0,1
0,0,70,0,0,0,0,7,0,0,0
0,0,38,0,9,0,0,17,0,0,0
0,0,50,0,0,2,0,0,0,0,0
0,0,25,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,4,0,0,0
0,0,2,0,0,14,0,0,0,0,0
2,0,8,0,1,0,0,3,0,0,0
0,0,6,0,0,3,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0
