0,1,2,3,4,5,6,7,8,9,10
1333,6,0,0,0,0,1,1,1,1,0
77,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,4,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
