model,method,feature,noise_percentage,n_pairs,median_delta,mean_delta,p_value,significant
cnn_lstm,missing,PSH Flag Cnt,10.0,20,0.0024070689243573806,0.003024244956372213,0.601181013818558,False
cnn_lstm,missing,PSH Flag Cnt,20.0,20,-0.010078828823497366,-0.005771458700278431,0.21791717433594315,False
cnn_lstm,missing,PSH Flag Cnt,35.0,19,0.0010339096510310064,-0.004930969099295363,0.5460472148986117,False
cnn_lstm,missing,PSH Flag Cnt,50.0,20,-0.001002459693533464,0.001359363941925601,0.9404758102696918,False
cnn_lstm,missing,PSH Flag Cnt,75.0,20,-0.014851369314645146,-0.013781741135977226,0.085896541908208,False
cnn_lstm,missing,Protocol,10.0,20,0.00022972974470708563,-0.005060760863951591,0.7368532973598002,False
cnn_lstm,missing,Protocol,20.0,20,0.0028494859555382446,0.003956552904105642,0.20429082561000145,False
cnn_lstm,missing,Protocol,35.0,20,0.009667850809097822,0.012274846422348074,0.004546406334110102,True
cnn_lstm,missing,Protocol,50.0,20,0.007311217532842251,0.008411501602739119,0.1353228646914728,False
cnn_lstm,missing,Protocol,75.0,20,-0.018375538444937833,-0.023443284806540426,0.02275690685955615,True
cnn_lstm,missing,Timestamp,10.0,20,0.0003554861506566698,0.004180134907363015,0.6812960891900375,False
cnn_lstm,missing,Timestamp,20.0,20,0.00782153929930618,0.01104595626803397,0.020622392543651603,True
cnn_lstm,missing,Timestamp,35.0,20,0.002756599224404521,0.008302006430383164,0.43300821232079933,False
cnn_lstm,missing,Timestamp,50.0,20,0.002912707204434428,-0.0016973469839946908,0.8812824436000936,False
cnn_lstm,missing,Timestamp,75.0,20,-0.0032328305818721814,0.004446221074495593,0.9108172488328524,False
cnn_lstm,noise,Bwd Byts_b Avg,10.0,20,0.0,0.0032777674888730514,0.09289194088370532,False
cnn_lstm,noise,Bwd Byts_b Avg,20.0,20,0.0,1.9882267499971017e-05,0.8886378608950078,False
cnn_lstm,noise,Bwd Byts_b Avg,35.0,20,0.0,0.0012239377583589616,0.5754030229127536,False
cnn_lstm,noise,Bwd Byts_b Avg,50.0,20,0.0,0.00010787984825345043,0.4838398513935682,False
cnn_lstm,noise,Bwd Byts_b Avg,75.0,20,0.0,0.007643228396728818,0.03569190011680441,True
cnn_lstm,noise,Dst Port,10.0,20,0.0005572121814253483,-0.007431834785656938,0.49800872802734375,False
cnn_lstm,noise,Dst Port,20.0,20,-0.025509726292163803,-0.022336316754192627,0.0072956085205078125,True
cnn_lstm,noise,Dst Port,35.0,20,-0.07834373048792997,-0.08396927276417997,1.9073486328125e-06,True
cnn_lstm,noise,Dst Port,50.0,20,-0.10525704744616982,-0.09768846567758041,1.9073486328125e-06,True
cnn_lstm,noise,Dst Port,75.0,20,-0.15716440799822368,-0.1388552383373602,1.9073486328125e-06,True
cnn_lstm,noise,Fwd Act Data Pkts,10.0,20,0.0029912084062354016,-0.0011822037285923403,1.0,False
cnn_lstm,noise,Fwd Act Data Pkts,20.0,20,-0.0038498047311691375,-0.002306250009822175,0.2773551940917969,False
cnn_lstm,noise,Fwd Act Data Pkts,35.0,20,-0.0037535937464981406,0.0002476132598875691,0.7285060882568359,False
cnn_lstm,noise,Fwd Act Data Pkts,50.0,20,0.005608882331740173,0.0069630971060396455,0.012079238891601562,True
cnn_lstm,noise,Fwd Act Data Pkts,75.0,20,0.009134889471080876,0.008739916175134805,0.11398696899414062,False
cnn_lstm,noise,Fwd Blk Rate Avg,10.0,20,0.0,-0.0009618061268665046,0.779434528427275,False
cnn_lstm,noise,Fwd Blk Rate Avg,20.0,20,0.0,-0.0017275712282177613,0.32698934959801507,False
cnn_lstm,noise,Fwd Blk Rate Avg,35.0,20,0.0,-6.911201864093775e-05,0.8886378608950078,False
cnn_lstm,noise,Fwd Blk Rate Avg,50.0,20,0.0,-0.0021369534772002095,0.12348527214454898,False
cnn_lstm,noise,Fwd Blk Rate Avg,75.0,20,0.0,0.0034732339530863356,0.5754030229127536,False
cnn_lstm,noise,Fwd Seg Size Min,10.0,20,0.009905904893981687,0.008893297009738056,0.12582555325177947,False
cnn_lstm,noise,Fwd Seg Size Min,20.0,20,0.00264182509779598,0.00793956666450571,0.19129516096102428,False
cnn_lstm,noise,Fwd Seg Size Min,35.0,20,0.000316696463523225,0.008138695100041254,0.3134209087922204,False
