model,method,feature,noise_percentage,n,tn_mean,tn_ci,tn_delta,fp_mean,fp_ci,fp_delta,fn_mean,fn_ci,fn_delta,tp_mean,tp_ci,tp_delta,mcc_mean,mcc_ci,mcc_delta
tabnet,noise,Protocol,5.0,5,218230.2,838.5477403516293,-560.7999999999884,4964.8,838.5477403516292,560.8000000000002,5686.6,4521.900993996742,2120.6000000000004,40329.4,4521.900993996742,-2120.5999999999985,0.859351314715461,0.05468340867577105,-0.03699692355945583
tabnet,noise,Protocol,10.0,5,220029.8,3116.8404655567856,1238.7999999999884,3165.2,3116.8404655567856,-1238.8000000000002,4180.2,780.0602256150191,614.1999999999998,41835.8,780.0602256150191,-614.1999999999971,0.9040823628182342,0.02768034832896205,0.0077341245433173444
tabnet,noise,Protocol,20.0,5,217078.6,1258.841741598431,-1712.3999999999942,6116.4,1258.8417415984313,1712.3999999999996,3520.0,374.04805936204065,-46.0,42496.0,374.04805936204065,46.0,0.8771137392013761,0.008963373406348207,-0.01923449907354069
tabnet,noise,Protocol,30.0,5,218045.0,1190.1529161519475,-746.0,5150.0,1190.1529161519475,746.0,5057.8,552.9110404751618,1491.8000000000002,40958.2,552.9110404751618,-1491.800000000003,0.866488380440584,0.00622469105694812,-0.02985985783433287
tabnet,noise,Protocol,50.0,4,221752.0,0.0,2961.0,1443.0,0.0,-2961.0,3583.0,0.0,17.0,42433.0,0.0,-17.0,0.933271670741083,0.0,0.03692343246616614
tabnet,noise,Protocol,75.0,4,220501.0,0.0,1710.0,2694.0,0.0,-1710.0,3175.0,0.0,-391.0,42841.0,0.0,391.0,0.9227790365274342,0.0,0.026430798252517373
tabnet,noise,Timestamp,1.0,5,221764.0,0.0,2973.0,1431.0,0.0,-2973.0,3189.0,0.0,-377.0,42827.0,0.0,377.0,0.938775020967574,0.0,0.042426782692657206
tabnet,noise,Timestamp,5.0,5,218392.0,0.0,-399.0,4803.0,0.0,399.0,3561.0,0.0,-5.0,42455.0,0.0,5.0,0.8916591257991492,1.5412366411992026e-16,-0.004689112475767643
tabnet,noise,Timestamp,10.0,5,217391.0,0.0,-1400.0,5804.0,0.0,1400.0,2969.0,0.0,-597.0,43047.0,0.0,597.0,0.8883502327058078,0.0,-0.007998005569109012
tabnet,noise,Timestamp,20.0,5,216697.0,0.0,-2094.0,6498.0,0.0,2094.0,3187.0,0.0,-379.0,42829.0,0.0,379.0,0.8773741838225515,0.0,-0.01897405445236533
tabnet,noise,Timestamp,30.0,5,217188.0,0.0,-1603.0,6007.0,0.0,1603.0,3705.0,0.0,139.0,42311.0,0.0,-139.0,0.8755761167142959,1.5412366411992026e-16,-0.020772121560620915
tabnet,noise,Timestamp,50.0,4,217440.0,0.0,-1351.0,5755.0,0.0,1351.0,3029.0,0.0,-537.0,42987.0,0.0,537.0,0.8880630077426607,0.0,-0.00828523053225616
tabnet,noise,Timestamp,75.0,4,220635.0,0.0,1844.0,2560.0,0.0,-1844.0,10630.0,0.0,7064.0,35386.0,0.0,-7064.0,0.8195111657152189,0.0,-0.07683707255969796
