model,method,feature,noise_percentage,n_pairs,median_delta,mean_delta,p_value,significant
cnn_lstm,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.030255477699771383,-0.04651137398626667,3.62396240234375e-05,True
tabnet,labels,Label+label_generic,10.0,20,0.0005341254925834704,0.0016618066392129315,1.0,False
tabnet,labels,Label+label_generic,20.0,20,5.4725097889563035e-05,0.0008375357276407425,0.7285060882568359,False
tabnet,labels,Label+label_generic,35.0,20,-9.940032738403604e-05,0.002503832795769029,0.4304332733154297,False
tabnet,labels,Label+label_generic,50.0,20,-0.0017072226877890562,0.0006530129009305607,0.9272785186767578,False
tabnet,labels,Label+label_generic,75.0,20,-0.001557889264422574,-0.00027595029687285666,0.6215133666992188,False
tabnet,missing,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,10.0,20,0.002974009281116463,-0.0011392900743329715,0.7285060882568359,False
tabnet,missing,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,20.0,20,0.004385819666860857,0.00242187967233648,0.2942523956298828,False
tabnet,missing,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,35.0,20,0.009224154164320042,0.003948242123068257,0.082550048828125,False
tabnet,missing,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,50.0,20,-0.004761912463641382,-0.007002611516973722,0.06372261047363281,False
tabnet,missing,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,75.0,20,0.0032662273795903696,-0.0019396977627285316,0.956329345703125,False
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts,10.0,20,-0.004117617343032065,-0.00810196045202114,0.026641845703125,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts,20.0,20,-0.0055985978093655575,-0.004890815695322692,0.039989471435546875,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts,35.0,20,-0.007572960861006228,-0.006556790794665724,0.013616561889648438,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts,50.0,20,-0.009848384066147353,-0.009396254368955992,0.001209259033203125,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts,75.0,20,-0.017302144123382435,-0.014870156244462213,1.9073486328125e-05,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.0046277773395484445,-0.0020998790942491296,0.21616744995117188,False
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.001707302679829048,0.0015684311598643474,0.8694877624511719,False
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.005778023670868271,-0.002310773965611579,0.069580078125,False
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.0076622309215768625,-0.006950559184787574,0.017181396484375,True
tabnet,missing,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.018107565751784738,-0.01482430269537353,0.0007076263427734375,True
tabnet,missing,FwdActDataPkts+IdleMean+InitFwdWinByts,10.0,20,-0.001411123955464666,0.002585465425201561,0.956329345703125,False
tabnet,missing,FwdActDataPkts+IdleMean+InitFwdWinByts,20.0,20,0.004043389054374236,0.0029898338404177162,0.2305126190185547,False
tabnet,missing,FwdActDataPkts+IdleMean+InitFwdWinByts,35.0,20,-0.0009308894505158927,0.0013602261098658308,0.7841262817382812,False
tabnet,missing,FwdActDataPkts+IdleMean+InitFwdWinByts,50.0,20,-0.004751987709045835,-0.0019301428766995976,0.21616744995117188,False
tabnet,missing,FwdActDataPkts+IdleMean+InitFwdWinByts,75.0,20,-0.008808256668918435,-0.013730769763249384,0.01068878173828125,True
tabnet,missing,FwdActDataPkts+PSHFlagCnt+IdleMean,10.0,20,-0.0007853829151822089,-0.002466958308966466,0.47490501403808594,False
tabnet,missing,FwdActDataPkts+PSHFlagCnt+IdleMean,20.0,20,0.0034343058967087337,0.0032463367503464792,0.1893482208251953,False
tabnet,missing,FwdActDataPkts+PSHFlagCnt+IdleMean,35.0,20,-0.0073155496872780446,-0.007076250592569338,0.08969497680664062,False
tabnet,missing,FwdActDataPkts+PSHFlagCnt+IdleMean,50.0,20,-0.004547852316672374,-0.005266603814771287,0.09730720520019531,False
tabnet,missing,FwdActDataPkts+PSHFlagCnt+IdleMean,75.0,20,-0.009243718294098646,-0.011650384372181227,0.0019855499267578125,True
tabnet,missing,Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.0022168037232691007,0.00027861979407726165,0.8408222198486328,False
tabnet,missing,Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.004733551385342372,-0.003209685132172663,0.10539817810058594,False
tabnet,missing,Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.00512346745477571,-0.009091148839089735,0.006389617919921875,True
tabnet,missing,Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.005106376598501827,-0.005919450656940811,0.0019855499267578125,True
tabnet,missing,Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.01231909238677481,-0.015295461193023534,1.9073486328125e-06,True
tabnet,noise,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,10.0,20,0.002421875330876899,0.0016845987612359114,0.38837623596191406,False
tabnet,noise,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,20.0,20,0.0015489236576806675,0.0009022422310883627,0.40909767150878906,False
tabnet,noise,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,35.0,20,0.0018254695237268637,0.00012575325083988287,0.5216732025146484,False
tabnet,noise,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,50.0,20,0.0070046919073663005,-0.0002180379500122731,0.6215133666992188,False
tabnet,noise,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,75.0,20,2.086272824292079e-05,-0.005865166423108831,0.5958194732666016,False
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts,10.0,20,-9.160093228360866e-05,-0.0004921230022386924,0.8694877624511719,False
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts,20.0,20,-0.001930555074989182,-0.0018101068149530496,0.3299827575683594,False
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts,35.0,20,-0.004925486499317122,-0.004474695945035706,0.0042209625244140625,True
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts,50.0,20,-0.01122110547645172,-0.010614254989874367,1.9073486328125e-05,True
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts,75.0,20,-0.024018037545805004,-0.023220591698133886,3.814697265625e-06,True
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.00015160871685943045,-0.0011569373387277314,0.8408222198486328,False
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.0022789307430998718,-0.001054051179197235,0.5958194732666016,False
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.005997301388574905,-0.005559941956871445,0.0010166168212890625,True
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.005549899081596699,-0.007161143116768498,0.0014324188232421875,True
tabnet,noise,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.02860322020427547,-0.02996070366639104,1.9073486328125e-06,True
tabnet,noise,FwdActDataPkts+IdleMean+InitFwdWinByts,10.0,20,-0.0018289431793134248,-0.002090598145062794,0.06372261047363281,False
tabnet,noise,FwdActDataPkts+IdleMean+InitFwdWinByts,20.0,20,-0.0022171608797243447,-0.003153359548605883,0.012079238891601562,True
tabnet,noise,FwdActDataPkts+IdleMean+InitFwdWinByts,35.0,20,-0.00393557627386959,-0.005918481656632957,0.0010166168212890625,True
tabnet,noise,FwdActDataPkts+IdleMean+InitFwdWinByts,50.0,20,-0.0058300033063902745,-0.007640791710909917,0.0004825592041015625,True
tabnet,noise,FwdActDataPkts+IdleMean+InitFwdWinByts,75.0,20,-0.014084354745080963,-0.014092216816285868,1.9073486328125e-06,True
tabnet,noise,FwdActDataPkts+PSHFlagCnt+IdleMean,10.0,20,0.0019868247425896546,0.0005159175817169958,0.5958194732666016,False
tabnet,noise,FwdActDataPkts+PSHFlagCnt+IdleMean,20.0,20,-0.004070050090938193,-0.0025863931282503914,0.1893482208251953,False
tabnet,noise,FwdActDataPkts+PSHFlagCnt+IdleMean,35.0,20,-0.003123289608605695,-0.004011792941461939,0.26109886169433594,False
tabnet,noise,FwdActDataPkts+PSHFlagCnt+IdleMean,50.0,20,-0.0030642428004412636,-0.006645439151002558,0.001689910888671875,True
tabnet,noise,FwdActDataPkts+PSHFlagCnt+IdleMean,75.0,20,-0.0042918097359204155,-0.006775676752965076,0.005580902099609375,True
tabnet,noise,Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.001641099721409689,6.854629034935833e-07,0.9272785186767578,False
tabnet,noise,Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.0008077300167163015,-0.0020193823526747255,0.3117942810058594,False
tabnet,noise,Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.004358542754260897,-0.003543051651397222,0.03276824951171875,True
tabnet,noise,Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.004954131221560576,-0.005013917122698946,0.0031528472900390625,True
tabnet,noise,Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.011990816996761744,-0.014791680996695334,1.9073486328125e-06,True
tabnet,outliers,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,10.0,20,0.0006748518155947902,0.0007140752099366154,0.7285060882568359,False
tabnet,outliers,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,20.0,20,0.004171265670333546,0.0024452227351790257,0.26109886169433594,False
tabnet,outliers,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,35.0,20,-0.0018846628326568138,-0.002003214690077515,0.7285060882568359,False
tabnet,outliers,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,50.0,20,0.002783867102771398,0.0011793387566030266,0.10539817810058594,False
tabnet,outliers,BwdByts_bAvg+FwdBlkRateAvg+IdleMean,75.0,20,0.00284191466395578,0.00038641690166816846,0.5458755493164062,False
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts,10.0,20,0.000607472565266165,0.0012903533640780229,0.3299827575683594,False
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts,20.0,20,-0.0007270704044625154,-0.002368102673231087,0.2942523956298828,False
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts,35.0,20,-0.004786397561507338,-0.004985304743826352,0.01068878173828125,True
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts,50.0,20,-0.010679819119887635,-0.008986923753779274,0.0003948211669921875,True
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts,75.0,20,-0.02424270651717947,-0.03510850427645896,3.814697265625e-06,True
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.0003395408971322289,-0.0006015453567263518,0.7561664581298828,False
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.004388470509994191,-0.0029280066929415873,0.058258056640625,False
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.003680844686092699,-0.005053051216468202,0.006389617919921875,True
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.010986488255984694,-0.010061646032963117,0.0005855560302734375,True
tabnet,outliers,FwdActDataPkts+DstPort+InitFwdWinByts+Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.01869531502432009,-0.024689299611002368,9.5367431640625e-06,True
tabnet,outliers,FwdActDataPkts+IdleMean+InitFwdWinByts,10.0,20,0.0015019012574338242,0.0010385605914974671,0.4304332733154297,False
tabnet,outliers,FwdActDataPkts+IdleMean+InitFwdWinByts,20.0,20,-0.00010990164749130615,-0.0004286091230594924,0.956329345703125,False
tabnet,outliers,FwdActDataPkts+IdleMean+InitFwdWinByts,35.0,20,-0.004641081188550833,-0.005239509240824452,0.0002613067626953125,True
tabnet,outliers,FwdActDataPkts+IdleMean+InitFwdWinByts,50.0,20,-0.003915360558273129,-0.005722261023055342,0.001689910888671875,True
tabnet,outliers,FwdActDataPkts+IdleMean+InitFwdWinByts,75.0,20,-0.008555312214950705,-0.008799463928552742,1.9073486328125e-06,True
