model,method,feature,noise_percentage,n_pairs,median_delta,mean_delta,p_value,significant
tabnet,outliers,FwdActDataPkts+PSHFlagCnt+IdleMean,10.0,20,-0.00031191653076373393,-0.0018312645541500693,0.2305126190185547,False
tabnet,outliers,FwdActDataPkts+PSHFlagCnt+IdleMean,20.0,20,-0.0012542808572003072,-0.001371862036802196,0.2305126190185547,False
tabnet,outliers,FwdActDataPkts+PSHFlagCnt+IdleMean,35.0,20,-0.000801541598253297,-0.001278519730038391,0.49800872802734375,False
tabnet,outliers,FwdActDataPkts+PSHFlagCnt+IdleMean,50.0,20,-0.0015239316332729125,-0.00039377989874630483,0.8408222198486328,False
tabnet,outliers,FwdActDataPkts+PSHFlagCnt+IdleMean,75.0,20,-0.004389447103174904,-0.005336000332881952,0.009435653686523438,True
tabnet,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,10.0,20,-0.0030152933269694815,-0.002529772391011964,0.16495704650878906,False
tabnet,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,20.0,20,-0.002228944916314146,-0.004104789239783607,0.20244979858398438,False
tabnet,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,35.0,20,-0.0026628858306763648,-0.0032321620314219868,0.09730720520019531,False
tabnet,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,50.0,20,-0.002444179832837623,-0.006702462886088933,0.06372261047363281,False
tabnet,outliers,Protocol+PSHFlagCnt+FwdSegSizeMin,75.0,20,-0.005286306426857457,-0.010257225107579437,0.000850677490234375,True
